Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Tradenames,Manufacturers,Funding Details,Funding Text 1,Funding Text 2,Funding Text 3,References,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID,Subject
"Sato, C., Watanabe, E., Sato, A.",57000611752; 57000308721; 57000491683,Adaptive Multi-Modal Feature Extraction with Cybersecurity for High-Throughput Computing: Case Analysis 425,2020,Pattern Recognit.,110,5,,842,856,15,12,10.1016/j.comp.2020.003265,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000003265&doi=10.1016/j.comp.2020.003265,"Technical University of Munich, Department of Informatics, Munich, Germany","Sato, C., Technical University of Munich, Department of Informatics, Munich, Germany; Watanabe, E., Technical University of Munich, Department of Informatics, Munich, Germany; Sato, A., Technical University of Munich, Department of Informatics, Munich, Germany","The rapid proliferation of data-intensive systems has intensified the need for effective feature extraction within computer vision and pattern recognition. In this paper, we propose a novel adaptive approach integrating cybersecurity specifically optimized for cloud infrastructures. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 21.1% and an operational latency reduction of 36.8%. The proposed methodology offers practical system design insights for deploying feature extraction in scalable settings.",feature extraction; pattern recognition; cybersecurity,feature extraction; pattern recognition; cybersecurity; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Sato, C., Technical University of Munich, Department of Informatics, Munich, Germany",,Elsevier / IEEE,5429-3854,,,,English,Pattern Recogni,Article,Final,None,Scopus,2-s2.0-85000003265,Computer Vision and Pattern Recognition
"Phalasak, J., Al-Mansoor, C.",57000473466; 57000262136,Scalable Scalable Framework for Pattern Recognition and Cybersecurity Deployment: Case Analysis 426,2023,Image Vis. Comput.,75,1,,107,116,10,26,10.1016/j.comp.2023.003266,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000003266&doi=10.1016/j.comp.2023.003266,"Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand","Phalasak, J., Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand; Al-Mansoor, C., Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand","The rapid proliferation of data-intensive systems has intensified the need for effective pattern recognition within computer vision and pattern recognition. In this paper, we propose a novel scalable approach integrating cybersecurity specifically optimized for decentralized networks. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 18.3% and an operational latency reduction of 29.3%. The proposed methodology offers practical system design insights for deploying pattern recognition in scalable settings.",pattern recognition; feature extraction; semantic segmentation; cybersecurity; neural networks,pattern recognition; feature extraction; semantic segmentation; cybersecurity; neural networks; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Phalasak, J., Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand",,Elsevier / IEEE,9172-7566,,,,English,Image Vis. Comp,Article,Final,None,Scopus,2-s2.0-85000003266,Computer Vision and Pattern Recognition
"Nguyen, O., Nguyen, M.",57000779584; 57000501598,Dynamic Face Recognition using Edge Computing for Resource-Constrained Platforms: Case Analysis 427,2023,Image Vis. Comput.,16,1,,40,52,13,8,10.1016/j.comp.2023.003267,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000003267&doi=10.1016/j.comp.2023.003267,"ETH Zurich, Department of Computer Science, Zurich, Switzerland","Nguyen, O., ETH Zurich, Department of Computer Science, Zurich, Switzerland; Nguyen, M., ETH Zurich, Department of Computer Science, Zurich, Switzerland","The rapid proliferation of data-intensive systems has intensified the need for effective face recognition within computer vision and pattern recognition. In this paper, we propose a novel dynamic approach integrating edge computing specifically optimized for resource-constrained platforms. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 22.6% and an operational latency reduction of 32.2%. The proposed methodology offers practical system design insights for deploying face recognition in scalable settings.",face recognition; super-resolution; semantic segmentation; edge computing,face recognition; super-resolution; semantic segmentation; edge computing; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Nguyen, O., ETH Zurich, Department of Computer Science, Zurich, Switzerland",,Elsevier / IEEE,8346-4404,,,,English,Image Vis. Comp,Article,Final,All Open Access,Scopus,2-s2.0-85000003267,Computer Vision and Pattern Recognition
"Johnson, S., Muller, K., Ngamjan-at, W.",57000290223; 57000964349; 57000823935,An Empirical Evaluation of Semantic Segmentation with Edge Computing Architectures: Case Analysis 428,2026,IEEE Trans. Image Process.,87,10,,124,143,20,0,10.1016/j.comp.2026.003268,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000003268&doi=10.1016/j.comp.2026.003268,"Massachusetts Institute of Technology, CSAIL, Cambridge, United States","Johnson, S., Massachusetts Institute of Technology, CSAIL, Cambridge, United States; Muller, K., Massachusetts Institute of Technology, CSAIL, Cambridge, United States; Ngamjan-at, W., Massachusetts Institute of Technology, CSAIL, Cambridge, United States","The rapid proliferation of data-intensive systems has intensified the need for effective semantic segmentation within computer vision and pattern recognition. In this paper, we propose a novel distributed approach integrating edge computing specifically optimized for large-scale deployments. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 25.6% and an operational latency reduction of 29.9%. The proposed methodology offers practical system design insights for deploying semantic segmentation in scalable settings.",semantic segmentation; image segmentation; edge computing; deep learning,semantic segmentation; image segmentation; edge computing; deep learning; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Johnson, S., Massachusetts Institute of Technology, CSAIL, Cambridge, United States",,Elsevier / IEEE,5689-4447,,,,English,IEEE Trans. Ima,Article,Final,Bronze,Scopus,2-s2.0-85000003268,Computer Vision and Pattern Recognition
"Kim, C., Li, F.",57000347456; 57000495725,Generative Multi-Modal Semantic Segmentation with Distributed Systems for High-Throughput Computing: Case Analysis 429,2021,Int. J. Comput. Vis.,23,10,,208,228,21,1,10.1016/j.comp.2021.003269,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000003269&doi=10.1016/j.comp.2021.003269,"Technical University of Munich, Department of Informatics, Munich, Germany","Kim, C., Technical University of Munich, Department of Informatics, Munich, Germany; Li, F., Technical University of Munich, Department of Informatics, Munich, Germany","The rapid proliferation of data-intensive systems has intensified the need for effective semantic segmentation within computer vision and pattern recognition. In this paper, we propose a novel generative approach integrating distributed systems specifically optimized for real-time environments. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 13.1% and an operational latency reduction of 25.0%. The proposed methodology offers practical system design insights for deploying semantic segmentation in scalable settings.",semantic segmentation; image classification; convolutional neural networks; distributed systems; software testing,semantic segmentation; image classification; convolutional neural networks; distributed systems; software testing; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Kim, C., Technical University of Munich, Department of Informatics, Munich, Germany",,Elsevier / IEEE,8853-8585,,,,English,Int. J. Comput.,Article,Final,All Open Access,Scopus,2-s2.0-85000003269,Computer Vision and Pattern Recognition
"Nguyen, E., Kim, M., Petrov, F.",57000649778; 57000709662; 57000937651,Generative Multi-Modal Medical Image Analysis with Computer Vision for High-Throughput Computing: Case Analysis 430,2023,Int. J. Comput. Vis.,70,9,,888,895,8,28,10.1016/j.comp.2023.003270,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000003270&doi=10.1016/j.comp.2023.003270,"University of Oxford, Department of Computer Science, Oxford, United Kingdom","Nguyen, E., University of Oxford, Department of Computer Science, Oxford, United Kingdom; Kim, M., University of Oxford, Department of Computer Science, Oxford, United Kingdom; Petrov, F., University of Oxford, Department of Computer Science, Oxford, United Kingdom","The rapid proliferation of data-intensive systems has intensified the need for effective medical image analysis within computer vision and pattern recognition. In this paper, we propose a novel generative approach integrating computer vision specifically optimized for resource-constrained platforms. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 9.3% and an operational latency reduction of 31.3%. The proposed methodology offers practical system design insights for deploying medical image analysis in scalable settings.",medical image analysis; face recognition; computer vision; cloud computing,medical image analysis; face recognition; computer vision; cloud computing; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Nguyen, E., University of Oxford, Department of Computer Science, Oxford, United Kingdom",,Elsevier / IEEE,4206-1499,,,,English,Int. J. Comput.,Article,Final,All Open Access,Scopus,2-s2.0-85000003270,Computer Vision and Pattern Recognition
"Zhang, M., Fernandez, A., Surinta, M.",57000124237; 57000839938; 57000565741,Scalable Hierarchical Framework for Feature Extraction and Computer Vision Deployment: Case Analysis 431,2022,Pattern Recognit.,54,3,,1011,1034,24,4,10.1016/j.comp.2022.003271,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000003271&doi=10.1016/j.comp.2022.003271,"Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand","Zhang, M., Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand; Fernandez, A., Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand; Surinta, M., Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand","The rapid proliferation of data-intensive systems has intensified the need for effective feature extraction within computer vision and pattern recognition. In this paper, we propose a novel hierarchical approach integrating computer vision specifically optimized for decentralized networks. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 10.7% and an operational latency reduction of 16.3%. The proposed methodology offers practical system design insights for deploying feature extraction in scalable settings.",feature extraction; object detection; image segmentation; computer vision; software testing,feature extraction; object detection; image segmentation; computer vision; software testing; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Zhang, M., Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand",,Elsevier / IEEE,5200-7018,,,,English,Pattern Recogni,Article,Final,All Open Access,Scopus,2-s2.0-85000003271,Computer Vision and Pattern Recognition
"Phalasak, N., Tanaka, M., Johnson, C.",57000505586; 57000598995; 57000721554,An Empirical Evaluation of Semantic Segmentation with Edge Computing Architectures: Case Analysis 432,2023,Image Vis. Comput.,12,9,,890,906,17,16,10.1016/j.comp.2023.003272,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000003272&doi=10.1016/j.comp.2023.003272,"University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan","Phalasak, N., University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan; Tanaka, M., University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan; Johnson, C., University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan","The rapid proliferation of data-intensive systems has intensified the need for effective semantic segmentation within computer vision and pattern recognition. In this paper, we propose a novel automated approach integrating edge computing specifically optimized for resource-constrained platforms. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 25.8% and an operational latency reduction of 35.7%. The proposed methodology offers practical system design insights for deploying semantic segmentation in scalable settings.",semantic segmentation; object detection; edge computing,semantic segmentation; object detection; edge computing; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Phalasak, N., University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan",,Elsevier / IEEE,8628-7672,,,,English,Image Vis. Comp,Article,Final,Gold,Scopus,2-s2.0-85000003272,Computer Vision and Pattern Recognition
"Surinta, M., Sato, F., Smith, W.",57000999270; 57000811889; 57000776220,An Empirical Evaluation of Super-Resolution with Distributed Systems Architectures: Case Analysis 433,2022,IEEE Trans. Image Process.,36,8,,1095,1115,21,1,10.1016/j.comp.2022.003273,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000003273&doi=10.1016/j.comp.2022.003273,"Tsinghua University, Department of Computer Science and Technology, Beijing, China","Surinta, M., Tsinghua University, Department of Computer Science and Technology, Beijing, China; Sato, F., Tsinghua University, Department of Computer Science and Technology, Beijing, China; Smith, W., Tsinghua University, Department of Computer Science and Technology, Beijing, China","The rapid proliferation of data-intensive systems has intensified the need for effective super-resolution within computer vision and pattern recognition. In this paper, we propose a novel high-throughput approach integrating distributed systems specifically optimized for resource-constrained platforms. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 20.2% and an operational latency reduction of 36.7%. The proposed methodology offers practical system design insights for deploying super-resolution in scalable settings.",super-resolution; image classification; visual tracking; distributed systems; neural networks,super-resolution; image classification; visual tracking; distributed systems; neural networks; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Surinta, M., Tsinghua University, Department of Computer Science and Technology, Beijing, China",,Elsevier / IEEE,5233-2795,,,,English,IEEE Trans. Ima,Article,Final,All Open Access,Scopus,2-s2.0-85000003273,Computer Vision and Pattern Recognition
"Muller, A., Li, K., Al-Mansoor, O.",57000673190; 57000566637; 57000194838,Automated Multi-Modal Semantic Segmentation with Distributed Systems for High-Throughput Computing: Case Analysis 434,2024,Comput. Vis. Image Underst.,78,6,,718,727,10,4,10.1016/j.comp.2024.003274,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000003274&doi=10.1016/j.comp.2024.003274,"University of Toronto, Department of Computer Science, Toronto, Canada","Muller, A., University of Toronto, Department of Computer Science, Toronto, Canada; Li, K., University of Toronto, Department of Computer Science, Toronto, Canada; Al-Mansoor, O., University of Toronto, Department of Computer Science, Toronto, Canada","The rapid proliferation of data-intensive systems has intensified the need for effective semantic segmentation within computer vision and pattern recognition. In this paper, we propose a novel automated approach integrating distributed systems specifically optimized for decentralized networks. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 16.9% and an operational latency reduction of 29.8%. The proposed methodology offers practical system design insights for deploying semantic segmentation in scalable settings.",semantic segmentation; convolutional neural networks; super-resolution; distributed systems,semantic segmentation; convolutional neural networks; super-resolution; distributed systems; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Muller, A., University of Toronto, Department of Computer Science, Toronto, Canada",,Elsevier / IEEE,4669-2393,,,,English,Comput. Vis. Im,Article,Final,Gold,Scopus,2-s2.0-85000003274,Computer Vision and Pattern Recognition
"Silva, M., Ngamjan-at, M.",57000876187; 57000247112,Efficient Multi-Modal Visual Tracking with Deep Learning for High-Throughput Computing: Case Analysis 435,2023,IEEE Trans. Image Process.,100,6,,242,261,20,1,10.1016/j.comp.2023.003275,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000003275&doi=10.1016/j.comp.2023.003275,"Technical University of Munich, Department of Informatics, Munich, Germany","Silva, M., Technical University of Munich, Department of Informatics, Munich, Germany; Ngamjan-at, M., Technical University of Munich, Department of Informatics, Munich, Germany","The rapid proliferation of data-intensive systems has intensified the need for effective visual tracking within computer vision and pattern recognition. In this paper, we propose a novel efficient approach integrating deep learning specifically optimized for cloud infrastructures. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 10.6% and an operational latency reduction of 33.0%. The proposed methodology offers practical system design insights for deploying visual tracking in scalable settings.",visual tracking; super-resolution; semantic segmentation; deep learning,visual tracking; super-resolution; semantic segmentation; deep learning; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Silva, M., Technical University of Munich, Department of Informatics, Munich, Germany",,Elsevier / IEEE,4470-5698,,,,English,IEEE Trans. Ima,Article,Final,Green,Scopus,2-s2.0-85000003275,Computer Vision and Pattern Recognition
"Watanabe, D., Surinta, D., Surinta, V.",57000836099; 57000442206; 57000736702,Robust Visual Tracking using User Experience for Resource-Constrained Platforms: Case Analysis 436,2023,Image Vis. Comput.,67,3,,540,563,24,0,10.1016/j.comp.2023.003276,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000003276&doi=10.1016/j.comp.2023.003276,"University of Toronto, Department of Computer Science, Toronto, Canada","Watanabe, D., University of Toronto, Department of Computer Science, Toronto, Canada; Surinta, D., University of Toronto, Department of Computer Science, Toronto, Canada; Surinta, V., University of Toronto, Department of Computer Science, Toronto, Canada","The rapid proliferation of data-intensive systems has intensified the need for effective visual tracking within computer vision and pattern recognition. In this paper, we propose a novel robust approach integrating user experience specifically optimized for resource-constrained platforms. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 24.9% and an operational latency reduction of 16.7%. The proposed methodology offers practical system design insights for deploying visual tracking in scalable settings.",visual tracking; image segmentation; user experience; data mining,visual tracking; image segmentation; user experience; data mining; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Watanabe, D., University of Toronto, Department of Computer Science, Toronto, Canada",,Elsevier / IEEE,4450-5736,,,,English,Image Vis. Comp,Article,Final,Gold,Scopus,2-s2.0-85000003276,Computer Vision and Pattern Recognition
"Phalasak, M., Silva, Z., Phalasak, J.",57000720506; 57000623050; 57000741917,Scalable Robust Framework for Super-Resolution and Distributed Systems Deployment: Case Analysis 437,2021,Image Vis. Comput.,78,8,,1049,1071,23,20,10.1016/j.comp.2021.003277,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000003277&doi=10.1016/j.comp.2021.003277,"ETH Zurich, Department of Computer Science, Zurich, Switzerland","Phalasak, M., ETH Zurich, Department of Computer Science, Zurich, Switzerland; Silva, Z., ETH Zurich, Department of Computer Science, Zurich, Switzerland; Phalasak, J., ETH Zurich, Department of Computer Science, Zurich, Switzerland","The rapid proliferation of data-intensive systems has intensified the need for effective super-resolution within computer vision and pattern recognition. In this paper, we propose a novel robust approach integrating distributed systems specifically optimized for decentralized networks. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 11.3% and an operational latency reduction of 21.9%. The proposed methodology offers practical system design insights for deploying super-resolution in scalable settings.",super-resolution; visual tracking; distributed systems; cloud computing,super-resolution; visual tracking; distributed systems; cloud computing; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Phalasak, M., ETH Zurich, Department of Computer Science, Zurich, Switzerland",,Elsevier / IEEE,3900-5496,,,,English,Image Vis. Comp,Article,Final,Gold,Scopus,2-s2.0-85000003277,Computer Vision and Pattern Recognition
"Kuson, J., Petrov, L.",57000814733; 57000691299,Image Segmentation Optimization via Efficient User Experience in Computer Vision and Pattern Recognition: Case Analysis 438,2024,Comput. Vis. Image Underst.,34,4,,701,721,21,0,10.1016/j.comp.2024.003278,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000003278&doi=10.1016/j.comp.2024.003278,"King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand","Kuson, J., King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand; Petrov, L., King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand","The rapid proliferation of data-intensive systems has intensified the need for effective image segmentation within computer vision and pattern recognition. In this paper, we propose a novel efficient approach integrating user experience specifically optimized for cloud infrastructures. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 19.7% and an operational latency reduction of 21.7%. The proposed methodology offers practical system design insights for deploying image segmentation in scalable settings.",image segmentation; convolutional neural networks; pattern recognition; user experience; distributed systems,image segmentation; convolutional neural networks; pattern recognition; user experience; distributed systems; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Kuson, J., King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand",,Elsevier / IEEE,2228-4173,,,,English,Comput. Vis. Im,Article,Final,All Open Access,Scopus,2-s2.0-85000003278,Computer Vision and Pattern Recognition
"Kumar, E., Surinta, L., Nguyen, M.",57000496259; 57000794914; 57000305686,An Empirical Evaluation of Image Segmentation with Computer Vision Architectures: Case Analysis 439,2022,Pattern Recognit.,120,11,,997,1020,24,1,10.1016/j.comp.2022.003279,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000003279&doi=10.1016/j.comp.2022.003279,"National University of Singapore, School of Computing, Singapore","Kumar, E., National University of Singapore, School of Computing, Singapore; Surinta, L., National University of Singapore, School of Computing, Singapore; Nguyen, M., National University of Singapore, School of Computing, Singapore","The rapid proliferation of data-intensive systems has intensified the need for effective image segmentation within computer vision and pattern recognition. In this paper, we propose a novel optimal approach integrating computer vision specifically optimized for resource-constrained platforms. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 14.1% and an operational latency reduction of 37.7%. The proposed methodology offers practical system design insights for deploying image segmentation in scalable settings.",image segmentation; convolutional neural networks; semantic segmentation; computer vision,image segmentation; convolutional neural networks; semantic segmentation; computer vision; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Kumar, E., National University of Singapore, School of Computing, Singapore",,Elsevier / IEEE,5350-9411,,,,English,Pattern Recogni,Article,Final,Gold,Scopus,2-s2.0-85000003279,Computer Vision and Pattern Recognition
"Fernandez, E., Muller, M., Taylor, W.",57000174807; 57000237998; 57000393757,An Empirical Evaluation of Convolutional Neural Networks with Optimization Architectures: Case Analysis 440,2022,IEEE Trans. Image Process.,17,2,,98,112,15,3,10.1016/j.comp.2022.003280,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000003280&doi=10.1016/j.comp.2022.003280,"University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan","Fernandez, E., University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan; Muller, M., University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan; Taylor, W., University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan","The rapid proliferation of data-intensive systems has intensified the need for effective convolutional neural networks within computer vision and pattern recognition. In this paper, we propose a novel distributed approach integrating optimization specifically optimized for resource-constrained platforms. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 21.3% and an operational latency reduction of 37.9%. The proposed methodology offers practical system design insights for deploying convolutional neural networks in scalable settings.",convolutional neural networks; object detection; pattern recognition; optimization; deep learning,convolutional neural networks; object detection; pattern recognition; optimization; deep learning; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Fernandez, E., University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan",,Elsevier / IEEE,9351-4962,,,,English,IEEE Trans. Ima,Article,Final,Gold,Scopus,2-s2.0-85000003280,Computer Vision and Pattern Recognition
"Ngamjan-at, N., Kuson, O., Rossi, M., Kuson, E.",57000786661; 57000418495; 57000257321; 57000633064,An Empirical Evaluation of Object Detection with Computer Vision Architectures: Case Analysis 441,2020,Int. J. Comput. Vis.,72,7,,824,838,15,4,10.1016/j.comp.2020.003281,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000003281&doi=10.1016/j.comp.2020.003281,"Tsinghua University, Department of Computer Science and Technology, Beijing, China","Ngamjan-at, N., Tsinghua University, Department of Computer Science and Technology, Beijing, China; Kuson, O., Tsinghua University, Department of Computer Science and Technology, Beijing, China; Rossi, M., Tsinghua University, Department of Computer Science and Technology, Beijing, China; Kuson, E., Tsinghua University, Department of Computer Science and Technology, Beijing, China","The rapid proliferation of data-intensive systems has intensified the need for effective object detection within computer vision and pattern recognition. In this paper, we propose a novel generative approach integrating computer vision specifically optimized for high-performance computing clusters. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 16.6% and an operational latency reduction of 19.7%. The proposed methodology offers practical system design insights for deploying object detection in scalable settings.",object detection; super-resolution; computer vision,object detection; super-resolution; computer vision; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Ngamjan-at, N., Tsinghua University, Department of Computer Science and Technology, Beijing, China",,Elsevier / IEEE,8354-9376,,,,English,Int. J. Comput.,Article,Final,None,Scopus,2-s2.0-85000003281,Computer Vision and Pattern Recognition
"Kim, T., Tanaka, M., Watanabe, H.",57000310490; 57000689197; 57000300852,Dynamic Object Detection using Cybersecurity for High-Performance Computing Clusters: Case Analysis 442,2022,Comput. Vis. Image Underst.,105,12,,537,555,19,5,10.1016/j.comp.2022.003282,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000003282&doi=10.1016/j.comp.2022.003282,"KAIST, School of Computing, Daejeon, South Korea","Kim, T., KAIST, School of Computing, Daejeon, South Korea; Tanaka, M., KAIST, School of Computing, Daejeon, South Korea; Watanabe, H., KAIST, School of Computing, Daejeon, South Korea","The rapid proliferation of data-intensive systems has intensified the need for effective object detection within computer vision and pattern recognition. In this paper, we propose a novel dynamic approach integrating cybersecurity specifically optimized for high-performance computing clusters. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 12.4% and an operational latency reduction of 36.7%. The proposed methodology offers practical system design insights for deploying object detection in scalable settings.",object detection; pattern recognition; cybersecurity,object detection; pattern recognition; cybersecurity; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Kim, T., KAIST, School of Computing, Daejeon, South Korea",,Elsevier / IEEE,6101-9904,,,,English,Comput. Vis. Im,Article,Final,Gold,Scopus,2-s2.0-85000003282,Computer Vision and Pattern Recognition
