Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Tradenames,Manufacturers,Funding Details,Funding Text 1,Funding Text 2,Funding Text 3,References,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID,Subject
"Sato, C., Kim, D., Kuson, M.",57000151318; 57000178542; 57000706586,Unified Instruction Level Parallelism Integration with Gpu Architecture for Autonomous Platforms: Case Study 515 in Hardware and Architecture,2025,IEEE Transactions on Computers,17,7,,149,169,21,7,10.1016/j.hard.2025.004065,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000004065&doi=10.1016/j.hard.2025.004065,"KAIST, School of Computing, Daejeon, South Korea","Sato, C., KAIST, School of Computing, Daejeon, South Korea; Kim, D., KAIST, School of Computing, Daejeon, South Korea; Kuson, M., KAIST, School of Computing, Daejeon, South Korea","Recent advancements in hardware and architecture have demonstrated the critical role of instruction level parallelism in modern computing infrastructures. In this work, we tackle fundamental challenges in gpu architecture by proposing an unified framework specifically designed for autonomous platforms. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 18.4% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying instruction level parallelism models in production.",instruction level parallelism; gpu architecture; embedded systems; vlsi design; fpga implementation; memory systems,memory systems; gpu architecture; embedded systems; Algorithms; Computer Science; fault tolerance; vlsi design; instruction level parallelism; fpga implementation; Performance evaluation; computer architecture,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Sato, C., KAIST, School of Computing, Daejeon, South Korea",,Elsevier / IEEE,8346-9882,,,,English,IEEE Transactio,Article,Final,Bronze,Scopus,2-s2.0-85000004065,Hardware and Architecture
"Petrov, E., Ngamjan-at, M.",57000578559; 57000401778,Probabilistic Fault Tolerance Integration with System-On-Chip for Cloud Infrastructures: Case Study 516 in Hardware and Architecture,2023,IEEE Transactions on Computers,65,7,,974,992,19,3,10.1016/j.hard.2023.004066,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000004066&doi=10.1016/j.hard.2023.004066,"University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan","Petrov, E., University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan; Ngamjan-at, M., University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan","Recent advancements in hardware and architecture have demonstrated the critical role of fault tolerance in modern computing infrastructures. In this work, we tackle fundamental challenges in system-on-chip by proposing an probabilistic framework specifically designed for cloud infrastructures. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 15.7% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying fault tolerance models in production.",fault tolerance; system-on-chip; side-channel attacks; reconfigurable computing; hardware security; instruction level parallelism,hardware security; reconfigurable computing; embedded systems; system-on-chip; Algorithms; side-channel attacks; Computer Science; fault tolerance; cache memory; vlsi design; instruction level parallelism; Performance evaluation,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Petrov, E., University of Tokyo, Graduate School of Information Science and Technology, Tokyo, Japan",,Elsevier / IEEE,2725-6852,,,,English,IEEE Transactio,Article,Final,Bronze,Scopus,2-s2.0-85000004066,Hardware and Architecture
"Fernandez, M., Surinta, A.",57000928351; 57000248823,Explainable Hardware Security Integration with Gpu Architecture for Data-Intensive Applications: Case Study 517 in Hardware and Architecture,2020,ACM Transactions on Computer Systems,85,7,,175,196,22,4,10.1016/j.hard.2020.004067,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000004067&doi=10.1016/j.hard.2020.004067,"Stanford University, Department of Computer Science, Stanford, United States","Fernandez, M., Stanford University, Department of Computer Science, Stanford, United States; Surinta, A., Stanford University, Department of Computer Science, Stanford, United States","Recent advancements in hardware and architecture have demonstrated the critical role of hardware security in modern computing infrastructures. In this work, we tackle fundamental challenges in gpu architecture by proposing an explainable framework specifically designed for data-intensive applications. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 22.5% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying hardware security models in production.",hardware security; gpu architecture; instruction level parallelism,hardware security; gpu architecture; Algorithms; Computer Science; cache memory; instruction level parallelism; asic design; Performance evaluation,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Fernandez, M., Stanford University, Department of Computer Science, Stanford, United States",,Elsevier / IEEE,1783-3587,,,,English,ACM Transaction,Article,Final,Gold,Scopus,2-s2.0-85000004067,Hardware and Architecture
"Phalasak, H., Chen, Z., Rossi, F.",57000417044; 57000645964; 57000825043,Automated Embedded Systems Integration with Gpu Architecture for Real-Time Environments: Case Study 518 in Hardware and Architecture,2024,IEEE Transactions on Computers,89,7,,1252,1262,11,0,10.1016/j.hard.2024.004068,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000004068&doi=10.1016/j.hard.2024.004068,"Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand","Phalasak, H., Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand; Chen, Z., Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand; Rossi, F., Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand","Recent advancements in hardware and architecture have demonstrated the critical role of embedded systems in modern computing infrastructures. In this work, we tackle fundamental challenges in gpu architecture by proposing an automated framework specifically designed for real-time environments. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 14.4% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying embedded systems models in production.",embedded systems; gpu architecture; instruction level parallelism; parallel processing; vlsi design,parallel processing; gpu architecture; reconfigurable computing; embedded systems; system-on-chip; Algorithms; Computer Science; vlsi design; instruction level parallelism; Performance evaluation,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Phalasak, H., Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand",,Elsevier / IEEE,2647-2585,,,,English,IEEE Transactio,Article,Final,Bronze,Scopus,2-s2.0-85000004068,Hardware and Architecture
"Silva, C., Patel, P., Rossi, H.",57000499028; 57000697979; 57000318483,Adaptive Side-Channel Attacks Integration with Neuromorphic Computing for Real-Time Environments: Case Study 519 in Hardware and Architecture,2022,IEEE Transactions on Very Large Scale Integration (VLSI) Systems,119,8,,810,818,9,16,10.1016/j.hard.2022.004069,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000004069&doi=10.1016/j.hard.2022.004069,"National University of Singapore, School of Computing, Singapore","Silva, C., National University of Singapore, School of Computing, Singapore; Patel, P., National University of Singapore, School of Computing, Singapore; Rossi, H., National University of Singapore, School of Computing, Singapore","Recent advancements in hardware and architecture have demonstrated the critical role of side-channel attacks in modern computing infrastructures. In this work, we tackle fundamental challenges in neuromorphic computing by proposing an adaptive framework specifically designed for real-time environments. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 24.2% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying side-channel attacks models in production.",side-channel attacks; neuromorphic computing; fault tolerance; fpga implementation; hardware accelerators; embedded systems,hardware security; hardware accelerators; embedded systems; Algorithms; side-channel attacks; Computer Science; fault tolerance; low-power design; neuromorphic computing; fpga implementation; Performance evaluation,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Silva, C., National University of Singapore, School of Computing, Singapore",,Elsevier / IEEE,2012-4670,,,,English,IEEE Transactio,Article,Final,Green,Scopus,2-s2.0-85000004069,Hardware and Architecture
"Ngamjan-at, S., Smith, O.",57000111130; 57000617834,Dynamic Side-Channel Attacks Integration with Hardware Security for Autonomous Platforms: Case Study 520 in Hardware and Architecture,2024,IEEE Transactions on Very Large Scale Integration (VLSI) Systems,70,4,,822,830,9,9,10.1016/j.hard.2024.004070,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000004070&doi=10.1016/j.hard.2024.004070,"Nanyang Technological University, School of Computer Science and Engineering, Singapore","Ngamjan-at, S., Nanyang Technological University, School of Computer Science and Engineering, Singapore; Smith, O., Nanyang Technological University, School of Computer Science and Engineering, Singapore","Recent advancements in hardware and architecture have demonstrated the critical role of side-channel attacks in modern computing infrastructures. In this work, we tackle fundamental challenges in hardware security by proposing an dynamic framework specifically designed for autonomous platforms. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 29.1% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying side-channel attacks models in production.",side-channel attacks; hardware security; computer architecture; embedded systems,hardware security; embedded systems; system-on-chip; Algorithms; side-channel attacks; fault tolerance; Computer Science; Performance evaluation; computer architecture,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Ngamjan-at, S., Nanyang Technological University, School of Computer Science and Engineering, Singapore",,Elsevier / IEEE,1092-2298,,,,English,IEEE Transactio,Article,Final,None,Scopus,2-s2.0-85000004070,Hardware and Architecture
"Phalasak, Z.",57000545222,Scalable Low-Power Design Integration with Computer Architecture for Cloud Infrastructures: Case Study 521 in Hardware and Architecture,2023,IEEE Transactions on Computers,72,5,,1170,1187,18,4,10.1016/j.hard.2023.004071,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000004071&doi=10.1016/j.hard.2023.004071,"Tsinghua University, Department of Computer Science and Technology, Beijing, China","Phalasak, Z., Tsinghua University, Department of Computer Science and Technology, Beijing, China","Recent advancements in hardware and architecture have demonstrated the critical role of low-power design in modern computing infrastructures. In this work, we tackle fundamental challenges in computer architecture by proposing an scalable framework specifically designed for cloud infrastructures. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 26.7% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying low-power design models in production.",low-power design; computer architecture; gpu architecture; vlsi design,parallel processing; gpu architecture; Algorithms; side-channel attacks; low-power design; vlsi design; Computer Science; asic design; Performance evaluation; computer architecture,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Phalasak, Z., Tsinghua University, Department of Computer Science and Technology, Beijing, China",,Elsevier / IEEE,6464-2815,,,,English,IEEE Transactio,Article,Final,Gold,Scopus,2-s2.0-85000004071,Hardware and Architecture
"Phalasak, A., Patel, O.",57000660729; 57000993393,Explainable System-On-Chip Integration with Microprocessor Design for Cloud Infrastructures: Case Study 522 in Hardware and Architecture,2023,Journal of Systems Architecture,103,5,,789,797,9,12,10.1016/j.hard.2023.004072,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000004072&doi=10.1016/j.hard.2023.004072,"Tsinghua University, Department of Computer Science and Technology, Beijing, China","Phalasak, A., Tsinghua University, Department of Computer Science and Technology, Beijing, China; Patel, O., Tsinghua University, Department of Computer Science and Technology, Beijing, China","Recent advancements in hardware and architecture have demonstrated the critical role of system-on-chip in modern computing infrastructures. In this work, we tackle fundamental challenges in microprocessor design by proposing an explainable framework specifically designed for cloud infrastructures. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 17.2% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying system-on-chip models in production.",system-on-chip; microprocessor design; hardware accelerators; hardware security; instruction level parallelism; gpu architecture,energy-efficient computing; hardware security; hardware accelerators; gpu architecture; reconfigurable computing; system-on-chip; Algorithms; microprocessor design; Computer Science; instruction level parallelism; Performance evaluation,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Phalasak, A., Tsinghua University, Department of Computer Science and Technology, Beijing, China",,Elsevier / IEEE,2047-1340,,,,English,Journal of Syst,Article,Final,Bronze,Scopus,2-s2.0-85000004072,Hardware and Architecture
"Patel, A., Ngamjan-at, Z., Kim, E., Johnson, Z.",57000580355; 57000276629; 57000810247; 57000515618,Hierarchical Hardware Security Integration with Cache Memory for Heterogeneous Architectures: Case Study 523 in Hardware and Architecture,2021,IEEE Transactions on Very Large Scale Integration (VLSI) Systems,106,5,,1129,1139,11,4,10.1016/j.hard.2021.004073,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000004073&doi=10.1016/j.hard.2021.004073,"Technical University of Munich, Department of Informatics, Munich, Germany","Patel, A., Technical University of Munich, Department of Informatics, Munich, Germany; Ngamjan-at, Z., Technical University of Munich, Department of Informatics, Munich, Germany; Kim, E., Technical University of Munich, Department of Informatics, Munich, Germany; Johnson, Z., Technical University of Munich, Department of Informatics, Munich, Germany","Recent advancements in hardware and architecture have demonstrated the critical role of hardware security in modern computing infrastructures. In this work, we tackle fundamental challenges in cache memory by proposing an hierarchical framework specifically designed for heterogeneous architectures. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 23.7% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying hardware security models in production.",hardware security; cache memory; memory systems; asic design; low-power design; energy-efficient computing,memory systems; energy-efficient computing; hardware security; Algorithms; side-channel attacks; Computer Science; cache memory; low-power design; instruction level parallelism; asic design; Performance evaluation; computer architecture,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Patel, A., Technical University of Munich, Department of Informatics, Munich, Germany",,Elsevier / IEEE,8277-7113,,,,English,IEEE Transactio,Article,Final,Gold,Scopus,2-s2.0-85000004073,Hardware and Architecture
"Rossi, T., Petrov, O.",57000574608; 57000871047,Comparative study of hotel booking cancellation behaviors before and after epidemic restrictions (Study 4073),2024,Tourism Management Perspectives,22,7,,578,598,21,2,10.1016/j.hard.2024.004074,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000004074&doi=10.1016/j.hard.2024.004074,"Massachusetts Institute of Technology, CSAIL, Cambridge, United States","Rossi, T., Massachusetts Institute of Technology, CSAIL, Cambridge, United States; Petrov, O., Massachusetts Institute of Technology, CSAIL, Cambridge, United States",Hotel reservation cancellations represent major revenue risks for hospitality operators. We examine consumer reservation logs from 42 metropolitan hotels to uncover booking cancellation behaviors influenced by dynamic pricing and promotional flexibility.,hotel booking; cancellation behavior; hospitality marketing; revenue management; consumer behavior,Hotels; Consumer behaviour; Marketing management; Travel,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Rossi, T., Massachusetts Institute of Technology, CSAIL, Cambridge, United States",,Elsevier / IEEE,7246-3959,,,,English,Journal of Syst,Article,Final,Gold,Scopus,2-s2.0-85000004074,Hardware and Architecture
"Zhang, C., Ngamjan-at, N., Surinta, P., Phalasak, T.",57000626397; 57000797450; 57000887673; 57000136858,Scalable Cache Memory Integration with Parallel Processing for Edge Devices: Case Study 525 in Hardware and Architecture,2022,ACM Transactions on Computer Systems,35,2,,991,1007,17,15,10.1016/j.hard.2022.004075,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000004075&doi=10.1016/j.hard.2022.004075,"University of Toronto, Department of Computer Science, Toronto, Canada","Zhang, C., University of Toronto, Department of Computer Science, Toronto, Canada; Ngamjan-at, N., University of Toronto, Department of Computer Science, Toronto, Canada; Surinta, P., University of Toronto, Department of Computer Science, Toronto, Canada; Phalasak, T., University of Toronto, Department of Computer Science, Toronto, Canada","Recent advancements in hardware and architecture have demonstrated the critical role of cache memory in modern computing infrastructures. In this work, we tackle fundamental challenges in parallel processing by proposing an scalable framework specifically designed for edge devices. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 16.7% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying cache memory models in production.",cache memory; parallel processing; microprocessor design; system-on-chip,parallel processing; hardware accelerators; system-on-chip; Algorithms; microprocessor design; cache memory; vlsi design; Computer Science; fpga implementation; Performance evaluation,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Zhang, C., University of Toronto, Department of Computer Science, Toronto, Canada",,Elsevier / IEEE,7034-9732,,,,English,ACM Transaction,Article,Final,Gold,Scopus,2-s2.0-85000004075,Hardware and Architecture
"Johnson, S., Li, E., Phalasak, T., Smith, N.",57000219101; 57000999014; 57000799951; 57000914104,Dynamic Fpga Implementation Integration with Computer Architecture for Heterogeneous Architectures: Case Study 526 in Hardware and Architecture,2022,ACM Transactions on Computer Systems,115,9,,1329,1337,9,2,10.1016/j.hard.2022.004076,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000004076&doi=10.1016/j.hard.2022.004076,"Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand","Johnson, S., Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand; Li, E., Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand; Phalasak, T., Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand; Smith, N., Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand","Recent advancements in hardware and architecture have demonstrated the critical role of fpga implementation in modern computing infrastructures. In this work, we tackle fundamental challenges in computer architecture by proposing an dynamic framework specifically designed for heterogeneous architectures. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 21.7% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying fpga implementation models in production.",fpga implementation; computer architecture; microprocessor design; parallel processing; gpu architecture,parallel processing; gpu architecture; Algorithms; microprocessor design; Computer Science; cache memory; neuromorphic computing; fpga implementation; Performance evaluation; computer architecture,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Johnson, S., Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand",,Elsevier / IEEE,9257-7651,,,,English,ACM Transaction,Article,Final,None,Scopus,2-s2.0-85000004076,Hardware and Architecture
"Kumar, P., Al-Mansoor, S., Nguyen, Z., Chaiyarongsri, T., Nguyen, C.",57000900504; 57000347246; 57000664975; 57000679885; 57000121934,Deep Energy-Efficient Computing Integration with Gpu Architecture for Large-Scale Systems: Case Study 527 in Hardware and Architecture,2022,IEEE Transactions on Very Large Scale Integration (VLSI) Systems,109,11,,1421,1432,12,8,10.1016/j.hard.2022.004077,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000004077&doi=10.1016/j.hard.2022.004077,"Kasetsart University, Department of Computer Engineering, Bangkok, Thailand","Kumar, P., Kasetsart University, Department of Computer Engineering, Bangkok, Thailand; Al-Mansoor, S., Kasetsart University, Department of Computer Engineering, Bangkok, Thailand; Nguyen, Z., Kasetsart University, Department of Computer Engineering, Bangkok, Thailand; Chaiyarongsri, T., Kasetsart University, Department of Computer Engineering, Bangkok, Thailand; Nguyen, C., Kasetsart University, Department of Computer Engineering, Bangkok, Thailand","Recent advancements in hardware and architecture have demonstrated the critical role of energy-efficient computing in modern computing infrastructures. In this work, we tackle fundamental challenges in gpu architecture by proposing an deep framework specifically designed for large-scale systems. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 29.1% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying energy-efficient computing models in production.",energy-efficient computing; gpu architecture; asic design; computer architecture; low-power design,energy-efficient computing; gpu architecture; reconfigurable computing; Algorithms; fault tolerance; low-power design; Computer Science; asic design; Performance evaluation; computer architecture,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Kumar, P., Kasetsart University, Department of Computer Engineering, Bangkok, Thailand",,Elsevier / IEEE,8232-3771,,,,English,IEEE Transactio,Article,Final,Gold,Scopus,2-s2.0-85000004077,Hardware and Architecture
"Muller, L., Kim, M., Nguyen, N., Chaiyarongsri, H.",57000718120; 57000751889; 57000640986; 57000159574,Probabilistic Vlsi Design Integration with Hardware Accelerators for Large-Scale Systems: Case Study 528 in Hardware and Architecture,2021,IEEE Micro,59,5,,1236,1253,18,2,10.1016/j.hard.2021.004078,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000004078&doi=10.1016/j.hard.2021.004078,"ETH Zurich, Department of Computer Science, Zurich, Switzerland","Muller, L., ETH Zurich, Department of Computer Science, Zurich, Switzerland; Kim, M., ETH Zurich, Department of Computer Science, Zurich, Switzerland; Nguyen, N., ETH Zurich, Department of Computer Science, Zurich, Switzerland; Chaiyarongsri, H., ETH Zurich, Department of Computer Science, Zurich, Switzerland","Recent advancements in hardware and architecture have demonstrated the critical role of vlsi design in modern computing infrastructures. In this work, we tackle fundamental challenges in hardware accelerators by proposing an probabilistic framework specifically designed for large-scale systems. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 23.4% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying vlsi design models in production.",vlsi design; hardware accelerators; microprocessor design; parallel processing,hardware security; parallel processing; hardware accelerators; Algorithms; microprocessor design; vlsi design; Computer Science; Performance evaluation; computer architecture,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Muller, L., ETH Zurich, Department of Computer Science, Zurich, Switzerland",,Elsevier / IEEE,4173-8589,,,,English,IEEE Micro,Article,Final,None,Scopus,2-s2.0-85000004078,Hardware and Architecture
"Johnson, A.",57000592258,Generative Computer Architecture Integration with Instruction Level Parallelism for Real-Time Environments: Case Study 529 in Hardware and Architecture,2023,Journal of Systems Architecture,34,9,,203,220,18,43,10.1016/j.hard.2023.004079,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000004079&doi=10.1016/j.hard.2023.004079,"Technical University of Munich, Department of Informatics, Munich, Germany","Johnson, A., Technical University of Munich, Department of Informatics, Munich, Germany","Recent advancements in hardware and architecture have demonstrated the critical role of computer architecture in modern computing infrastructures. In this work, we tackle fundamental challenges in instruction level parallelism by proposing an generative framework specifically designed for real-time environments. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 15.7% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying computer architecture models in production.",computer architecture; instruction level parallelism; neuromorphic computing,energy-efficient computing; instruction level parallelism; Algorithms; Computer Science; cache memory; vlsi design; neuromorphic computing; asic design; Performance evaluation; computer architecture,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Johnson, A., Technical University of Munich, Department of Informatics, Munich, Germany",,Elsevier / IEEE,1171-3756,,,,English,Journal of Syst,Article,Final,All Open Access,Scopus,2-s2.0-85000004079,Hardware and Architecture
"Johnson, C.",57000647192,Distributed System-On-Chip Integration with Cache Memory for Real-Time Environments: Case Study 530 in Hardware and Architecture,2024,IEEE Micro,90,8,,1311,1327,17,3,10.1016/j.hard.2024.004080,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000004080&doi=10.1016/j.hard.2024.004080,"University of Oxford, Department of Computer Science, Oxford, United Kingdom","Johnson, C., University of Oxford, Department of Computer Science, Oxford, United Kingdom","Recent advancements in hardware and architecture have demonstrated the critical role of system-on-chip in modern computing infrastructures. In this work, we tackle fundamental challenges in cache memory by proposing an distributed framework specifically designed for real-time environments. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 27.3% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying system-on-chip models in production.",system-on-chip; cache memory; embedded systems; parallel processing,parallel processing; hardware security; instruction level parallelism; embedded systems; system-on-chip; Algorithms; Computer Science; cache memory; low-power design; neuromorphic computing; Performance evaluation,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Johnson, C., University of Oxford, Department of Computer Science, Oxford, United Kingdom",,Elsevier / IEEE,9308-3559,,,,English,IEEE Micro,Article,Final,Green,Scopus,2-s2.0-85000004080,Hardware and Architecture
"Nguyen, C., Muller, E., Wang, A., Petrov, A.",57000182314; 57000428415; 57000957303; 57000731584,Distributed Hardware Accelerators Integration with Neuromorphic Computing for Cloud Infrastructures: Case Study 531 in Hardware and Architecture,2025,IEEE Transactions on Computers,116,6,,327,345,19,1,10.1016/j.hard.2025.004081,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000004081&doi=10.1016/j.hard.2025.004081,"Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand","Nguyen, C., Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand; Muller, E., Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand; Wang, A., Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand; Petrov, A., Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand","Recent advancements in hardware and architecture have demonstrated the critical role of hardware accelerators in modern computing infrastructures. In this work, we tackle fundamental challenges in neuromorphic computing by proposing an distributed framework specifically designed for cloud infrastructures. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 22.4% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying hardware accelerators models in production.",hardware accelerators; neuromorphic computing; fpga implementation; embedded systems; fault tolerance; parallel processing,parallel processing; hardware security; hardware accelerators; embedded systems; Algorithms; Computer Science; fault tolerance; neuromorphic computing; fpga implementation; Performance evaluation,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Nguyen, C., Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand",,Elsevier / IEEE,1774-6617,,,,English,IEEE Transactio,Article,Final,Gold,Scopus,2-s2.0-85000004081,Hardware and Architecture
